Grain_Type,Temperature,Humidity,Storage_Days,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall,Spoilage_Class,Hours_To_Spoilage
Maize,9.96,40.52,69,0.569,-2.84,12.8,0.08,13.51,1.9,0,571
Sorghum,19.79,50.01,52,0.741,9.06,40.6,0.063,8.46,1.9,0,584
Rice,20.81,56.3,83,0.469,11.78,38.7,0.126,11.45,2.9,0,570
Rice,32.04,66.86,298,0.426,25.09,111.4,0.22,18.16,0.8,2,53
Wheat,19.5,81.01,231,0.39,16.15,62.7,0.124,17.31,6.0,2,73
Barley,16.98,79.04,340,0.167,13.32,78.2,0.247,12.33,2.5,1,88
Barley,6.46,51.57,12,0.817,-2.79,7.2,0.014,9.44,1.8,0,593
Wheat,13.24,52.73,40,0.805,3.79,16.8,0.067,10.08,2.2,0,543
Maize,30.86,78.55,312,0.03,26.68,99.6,0.874,19.34,13.4,2,6
Barley,28.57,78.73,334,0.141,24.5,169.9,0.12,12.06,2.3,2,56
Rice,15.15,53.88,49,0.682,5.87,11.3,0.092,13.1,1.4,0,521
Barley,16.26,49.95,166,0.421,5.8,21.2,0.076,11.81,1.3,0,531
Maize,23.8,62.68,129,0.499,16.24,139.4,0.115,15.92,7.1,1,370
Wheat,18.42,76.63,379,0.399,14.24,33.7,0.23,14.85,9.8,2,97
Sorghum,22.94,61.47,45,0.989,15.13,39.0,0.001,10.71,1.1,0,528
Wheat,9.07,53.54,91,0.782,0.14,0.5,0.055,10.49,0.6,0,595
Sorghum,19.03,56.76,71,0.563,10.25,24.4,0.085,10.8,2.0,0,510
Maize,20.11,70.93,179,0.379,14.67,66.6,0.268,14.28,8.3,1,279
Rice,30.76,82.5,239,0.33,27.42,134.6,0.329,16.53,8.2,2,25
Sorghum,26.65,68.09,440,0.155,20.27,51.3,0.15,13.84,0.7,1,105
Rice,26.84,84.11,291,0.239,23.92,146.4,0.325,16.03,3.3,2,43
Rice,21.25,53.96,78,0.991,11.55,29.6,0.139,10.34,0.2,0,498
Sorghum,30.08,67.8,326,0.248,23.46,24.5,0.257,14.2,2.8,1,80
Maize,16.55,78.59,191,0.362,12.81,131.7,0.463,13.22,7.4,1,72
Maize,34.45,85.55,450,0.03,31.66,265.5,0.403,22.16,24.4,2,2
Maize,19.91,74.33,118,0.447,15.2,174.7,0.366,14.59,6.5,1,177
Maize,16.65,74.21,309,0.155,12.03,52.7,0.168,13.8,4.0,1,135
Wheat,9.72,66.23,174,0.783,3.72,31.6,0.122,12.6,2.0,0,521
Rice,34.1,82.59,230,0.107,30.7,20.8,0.758,21.03,26.2,2,4
Barley,5.56,64.74,27,0.909,-0.55,26.7,0.132,10.39,1.8,0,579
Rice,29.97,72.36,236,0.412,24.44,60.9,0.171,14.63,5.6,1,149
Maize,30.34,87.9,346,0.02,28.1,186.6,0.867,19.43,27.2,2,3
Barley,13.11,54.34,40,0.988,4.1,15.8,0.125,7.29,1.4,0,523
Rice,43.53,82.16,282,0.01,39.79,154.1,0.87,17.76,10.2,2,5
Rice,28.63,71.23,205,0.229,22.89,121.0,0.331,16.17,9.6,1,50
Sorghum,32.54,73.72,192,0.312,27.22,72.3,0.371,13.81,1.9,1,43
Maize,5.77,76.94,30,0.324,2.04,17.0,0.034,9.49,0.2,0,372
Wheat,37.52,90.31,328,0.133,35.65,171.8,0.772,20.52,26.7,2,1
Rice,16.29,55.75,73,0.946,7.43,39.4,0.083,15.05,1.9,0,498
Rice,37.21,86.77,334,0.041,34.62,21.9,0.602,19.87,5.6,2,1
Wheat,11.53,57.68,57,0.797,3.47,12.8,0.047,9.13,1.5,0,580
Rice,17.4,60.55,125,0.525,9.69,32.8,0.026,13.02,1.3,0,557
Wheat,17.48,67.55,304,0.187,11.41,81.2,0.15,15.7,5.2,1,107
Sorghum,35.03,84.06,628,0.113,31.92,86.0,0.61,18.98,18.6,2,3
Maize,11.04,48.16,97,0.44,0.49,46.0,0.103,10.52,1.0,0,572
Barley,4.99,69.55,4,0.739,-0.11,27.0,0.008,9.42,1.1,0,503
Wheat,27.66,78.75,506,0.003,23.62,52.5,0.738,18.38,13.4,2,15
Maize,11.85,51.78,82,0.696,2.25,4.8,0.049,11.19,0.2,0,525
Sorghum,21.96,54.22,103,0.557,12.28,15.4,0.038,8.17,1.7,0,567
Maize,37.06,85.68,534,0.003,34.25,125.2,0.411,22.54,25.1,2,1
Sorghum,21.84,60.11,138,0.722,13.75,24.9,0.091,11.19,0.9,0,568
Wheat,8.84,64.53,94,0.36,2.52,40.8,0.022,9.31,0.7,0,555
Wheat,33.27,88.26,730,0.153,31.05,174.2,0.672,23.33,13.7,2,1
Rice,30.24,59.25,122,0.429,21.39,167.1,0.394,15.64,3.2,1,136
Rice,31.58,78.22,212,0.315,27.31,72.4,0.105,14.06,3.7,1,61
Maize,5.58,54.41,115,0.64,-2.89,27.5,0.148,10.12,0.1,0,587
Sorghum,15.8,48.77,92,0.578,5.04,30.8,0.12,11.36,2.5,0,506
Rice,28.93,75.7,265,0.124,24.19,90.4,0.495,13.11,4.6,1,48
Barley,8.48,35.93,172,0.618,-5.76,40.2,0.134,8.2,3.0,0,546
Wheat,8.14,68.93,163,0.526,2.78,34.6,0.081,8.7,1.9,0,565
Barley,13.83,75.14,162,0.426,9.5,83.0,0.288,16.71,6.4,1,105
Sorghum,31.96,75.9,493,0.109,27.16,53.5,0.326,12.65,8.0,2,14
Barley,10.29,51.2,61,0.464,0.65,29.8,0.085,9.16,0.5,0,508
Barley,12.59,44.29,77,0.838,0.75,40.4,0.134,9.27,2.4,0,532
Maize,34.28,89.76,208,0.15,32.35,82.0,0.456,22.3,5.1,2,2
Barley,19.67,71.5,236,0.369,14.37,148.7,0.424,15.27,0.2,1,75
Maize,22.51,73.11,280,0.397,17.44,106.0,0.196,16.55,6.5,1,93
Barley,11.74,51.93,81,0.852,2.19,1.0,0.067,10.75,0.9,0,582
Rice,29.08,75.41,192,0.16,24.27,195.4,0.327,15.82,2.7,1,45
Barley,28.92,71.84,379,0.262,23.31,145.9,0.471,16.54,3.9,2,18
Sorghum,42.27,79.23,546,0.009,37.89,293.5,0.561,16.82,27.4,2,5
Maize,12.62,54.08,68,0.685,3.58,10.7,0.14,9.88,2.9,0,511
Maize,19.72,72.29,119,0.18,14.59,33.8,0.326,15.37,5.2,1,137
Sorghum,23.7,51.15,165,0.794,13.0,16.9,0.002,8.39,2.6,0,537
Sorghum,33.47,69.68,366,0.287,27.15,110.5,0.296,12.9,9.5,1,72
Sorghum,20.47,48.83,83,0.75,9.33,35.4,0.131,9.76,0.9,0,573
Maize,13.6,53.44,27,0.959,4.32,29.6,0.048,12.0,1.8,0,548
Wheat,33.64,79.45,457,0.049,29.58,43.6,0.733,20.74,18.5,2,5
Sorghum,41.72,81.54,501,0.029,37.89,8.3,0.368,16.08,7.0,2,4
Rice,38.93,83.4,336,0.045,35.59,209.8,0.931,20.66,18.8,2,1
Wheat,9.46,56.15,171,0.98,1.16,15.4,0.011,12.71,1.6,0,500
Barley,7.27,58.84,96,0.405,-0.25,40.5,0.055,11.1,1.7,0,553
Rice,23.25,55.79,66,0.452,13.92,12.5,0.099,10.02,0.9,0,543
Sorghum,26.45,72.29,343,0.357,21.05,59.1,0.35,16.53,2.7,1,55
Maize,21.59,70.45,239,0.313,15.98,148.7,0.178,15.18,2.9,1,239
Sorghum,41.54,83.15,468,0.113,38.08,175.4,0.989,16.54,24.7,2,4
Sorghum,12.05,64.02,98,0.698,5.45,2.9,0.055,9.46,1.8,0,498
Rice,28.76,69.62,184,0.47,22.64,124.4,0.4,14.74,6.1,1,137
Sorghum,32.41,83.17,427,0.287,29.17,117.5,0.123,13.22,6.2,2,35
Sorghum,37.41,77.45,530,0.031,32.78,77.5,0.968,16.3,9.3,2,6
Sorghum,36.24,64.46,484,0.14,28.44,83.5,0.372,12.14,1.2,1,23
Maize,10.27,52.48,2,0.526,0.97,30.0,0.047,12.36,1.1,0,555
Wheat,21.16,63.41,450,0.387,13.93,135.9,0.487,15.71,4.4,1,90
Wheat,17.49,67.49,337,0.4,11.4,36.6,0.114,17.1,3.8,2,125
Maize,13.15,77.66,261,0.293,9.33,72.2,0.497,13.11,6.5,1,83
Wheat,8.82,60.81,118,0.529,1.67,49.0,0.081,9.37,0.5,0,510
Sorghum,19.95,42.38,162,0.994,6.78,49.8,0.009,9.54,1.5,0,532
Barley,30.75,75.0,367,0.186,25.79,6.9,0.818,16.62,18.9,2,9
Rice,22.37,46.08,67,0.765,10.2,24.1,0.068,7.61,0.4,0,510
Sorghum,21.04,61.7,240,0.927,13.4,37.6,0.1,8.23,1.6,0,456
Barley,13.08,73.77,32,0.501,8.5,7.8,0.048,10.44,0.9,0,398
Rice,20.89,53.36,105,0.676,11.05,41.6,0.074,10.29,0.1,0,562
Rice,26.36,70.04,136,0.26,20.45,33.1,0.13,15.65,3.6,1,247
Barley,5.76,47.89,98,0.799,-4.43,26.5,0.06,9.69,0.2,0,587
Wheat,14.67,71.67,225,0.227,9.61,111.4,0.292,14.63,5.2,1,123
Barley,11.41,39.11,105,0.608,-2.02,42.1,0.147,9.16,0.8,0,566
Wheat,32.14,88.53,504,0.199,30.0,133.9,0.622,18.17,6.1,2,2
Barley,10.29,53.21,171,0.955,1.19,29.9,0.046,11.83,1.5,0,594
Rice,32.54,75.99,264,0.461,27.74,104.2,0.475,16.51,8.6,1,35
Sorghum,17.62,71.27,47,0.76,12.35,44.9,0.111,11.14,0.6,0,348
Barley,28.0,85.77,432,0.058,25.39,79.4,0.75,18.61,8.1,2,6
Rice,34.27,88.47,273,0.053,32.08,104.9,0.825,19.14,14.2,2,3
Maize,8.52,58.22,93,0.634,0.78,40.4,0.093,10.02,2.5,0,546
Wheat,13.15,46.91,67,0.396,2.06,47.9,0.043,11.38,2.6,0,537
Sorghum,19.82,54.92,37,0.351,10.49,4.5,0.125,9.01,1.4,0,552
Wheat,10.25,49.56,153,0.699,0.16,26.7,0.115,12.11,2.0,0,591
Sorghum,21.19,53.6,176,0.718,11.39,42.7,0.087,10.9,2.7,0,494
Rice,21.01,75.6,247,0.392,16.53,168.9,0.373,16.81,0.7,1,64
Barley,12.68,68.99,148,0.313,7.14,46.3,0.133,7.8,2.2,0,507
Barley,31.5,74.57,541,0.104,26.42,135.1,0.996,21.25,17.9,2,4
Wheat,11.27,62.89,24,0.831,4.46,16.1,0.048,10.84,1.7,0,590
Rice,20.0,64.3,6,0.816,13.05,24.9,0.131,11.66,0.3,0,492
Maize,4.33,47.53,89,0.581,-5.84,43.4,0.06,9.17,0.5,0,580
Sorghum,22.37,58.08,13,0.423,13.72,13.6,0.002,9.54,1.5,0,549
Wheat,8.97,52.14,163,0.77,-0.32,27.7,0.055,12.01,1.7,0,507
Sorghum,40.81,67.85,693,0.044,33.67,217.5,0.788,18.85,21.3,2,6
Wheat,16.64,58.8,393,0.17,8.54,110.8,0.303,15.9,2.0,1,141
Wheat,9.59,55.16,83,0.723,1.03,32.1,0.052,11.95,0.4,0,586
Maize,17.33,65.0,362,0.492,10.68,199.5,0.18,16.96,0.6,1,208
Rice,37.94,79.86,455,0.182,33.84,14.1,0.97,18.03,26.4,2,5
Wheat,27.08,71.41,515,0.167,21.45,40.6,0.482,21.85,17.9,2,8
Rice,36.31,71.28,337,0.165,30.25,103.1,0.439,16.87,4.1,2,6
Wheat,12.57,60.62,91,0.856,5.16,8.2,0.032,9.39,1.9,0,512
Barley,19.05,73.53,310,0.144,14.21,100.1,0.377,13.8,2.5,1,56
Sorghum,18.6,49.59,97,0.62,7.85,41.8,0.013,8.81,1.5,0,577
Barley,29.8,79.74,283,0.176,25.91,183.1,0.369,15.97,5.6,2,21
Maize,35.08,86.47,367,0.096,32.47,31.6,0.442,22.26,23.7,2,1
Barley,22.17,69.91,257,0.385,16.41,147.6,0.469,12.5,9.8,1,203
Barley,23.57,66.09,445,0.291,16.86,109.7,0.127,15.79,0.5,2,140
Wheat,21.86,75.35,372,0.196,17.3,117.7,0.42,13.42,7.5,2,48
Sorghum,26.81,67.09,254,0.381,20.18,99.0,0.173,11.91,4.5,1,340
Maize,5.22,60.55,45,0.471,-1.78,18.3,0.104,11.38,2.1,0,561
Sorghum,28.63,72.35,499,0.481,23.15,94.1,0.246,13.69,5.5,1,69
Rice,37.48,84.55,507,0.06,34.42,0.0,0.714,16.46,24.4,2,3
Maize,20.03,74.56,198,0.47,15.37,83.8,0.174,16.57,6.5,1,105
Maize,10.68,46.35,66,0.464,-0.36,33.5,0.115,10.59,1.7,0,509
Sorghum,16.11,49.72,251,0.762,5.6,11.6,0.039,10.18,3.0,0,424
Wheat,9.08,46.65,81,0.951,-1.74,13.8,0.059,10.49,2.1,0,552
Maize,22.52,64.09,328,0.43,15.38,152.5,0.305,19.72,3.7,1,55
Barley,9.21,44.07,67,0.433,-2.39,41.0,0.082,9.94,1.1,0,575
Sorghum,32.25,71.4,236,0.107,26.4,13.8,0.145,13.19,0.6,1,54
Maize,32.38,78.25,414,0.005,28.09,156.4,0.89,20.88,18.7,2,5
Barley,24.92,68.99,275,0.495,18.83,110.5,0.325,12.33,1.5,1,212
Sorghum,33.42,71.54,206,0.249,27.55,141.1,0.133,13.65,3.2,1,70
Barley,4.57,55.26,67,0.926,-3.62,39.3,0.068,8.67,1.1,0,577
Rice,16.66,58.12,69,0.415,8.39,21.4,0.085,12.59,0.3,0,559
Maize,32.48,88.58,344,0.195,30.34,277.8,0.782,19.24,9.5,2,3
Barley,27.9,75.65,390,0.074,23.19,213.1,0.884,16.77,15.5,2,19
Rice,32.66,78.66,320,0.417,28.45,156.3,0.122,17.92,3.3,1,43
Sorghum,28.93,75.68,515,0.335,24.19,89.0,0.271,15.56,7.3,2,70
Sorghum,28.13,79.32,302,0.436,24.2,13.9,0.164,13.98,7.7,1,74
Sorghum,28.7,72.73,316,0.335,23.31,140.2,0.345,11.49,2.2,1,85
Maize,20.79,63.22,305,0.183,13.54,35.8,0.216,15.15,2.3,1,186
Rice,15.71,58.07,107,0.687,7.48,30.2,0.141,12.73,2.6,0,570
Barley,8.95,39.9,59,0.866,-3.95,45.9,0.059,8.62,0.3,0,514
Sorghum,39.81,71.63,513,0.177,33.69,177.5,0.572,14.01,5.5,2,7
Sorghum,21.61,44.7,251,0.658,9.06,0.4,0.11,7.52,2.2,0,436
Sorghum,38.5,76.33,515,0.102,33.57,94.8,0.46,16.42,26.0,2,6
Sorghum,23.37,56.69,16,0.41,14.27,11.8,0.095,10.8,2.5,0,576
Maize,9.56,55.03,46,0.977,0.97,2.5,0.119,8.73,0.7,0,537
Wheat,16.95,74.43,285,0.469,12.37,42.2,0.22,14.23,7.9,1,127
Rice,30.54,70.2,240,0.443,24.48,192.3,0.476,14.48,6.0,1,47
Barley,9.88,65.8,162,0.403,3.78,14.5,0.03,10.14,1.1,0,502
Sorghum,34.49,76.64,503,0.045,29.77,146.9,0.451,19.21,16.0,2,6
Wheat,32.82,78.9,730,0.072,28.66,34.8,0.648,17.06,13.7,2,9
Barley,19.44,70.36,302,0.192,13.9,33.3,0.12,12.9,9.3,1,87
Rice,29.17,76.56,145,0.356,24.62,166.8,0.258,15.59,3.1,1,192
Barley,9.92,58.42,187,0.366,2.14,22.9,0.076,11.94,1.1,0,459
Rice,42.78,83.21,510,0.132,39.3,5.3,0.36,21.27,11.8,2,2
Maize,10.81,55.75,72,0.893,2.32,19.7,0.007,10.36,1.8,0,492
Maize,15.23,81.59,234,0.148,12.1,74.7,0.203,15.27,4.4,2,71
Maize,18.56,65.39,247,0.325,11.94,46.7,0.155,14.86,8.4,1,321
Rice,16.53,53.89,108,0.579,7.16,45.4,0.02,12.82,0.8,0,560
Sorghum,28.56,77.29,538,0.203,24.18,80.4,0.179,15.28,8.4,2,72
Sorghum,20.41,45.55,124,0.36,8.25,0.3,0.034,9.88,2.6,0,521
Sorghum,39.92,78.57,574,0.092,35.46,60.5,0.772,16.51,23.2,2,6
Maize,35.54,89.99,504,0.04,33.64,132.0,0.579,15.34,29.4,2,4
Sorghum,25.46,70.48,441,0.384,19.69,169.9,0.288,12.48,2.6,1,98
Sorghum,25.0,48.26,188,0.913,13.3,35.6,0.079,8.64,2.1,0,421
Maize,24.12,89.27,201,0.022,22.24,189.4,0.387,19.6,7.4,2,8
Wheat,12.15,45.68,76,0.31,0.78,15.2,0.025,10.03,2.5,0,553
Maize,29.88,86.64,514,0.191,27.4,133.0,0.525,24.04,21.7,2,3
Barley,8.93,49.77,170,0.75,-0.99,37.4,0.147,13.85,0.9,0,596
Barley,9.48,52.57,113,0.351,0.27,31.2,0.113,8.63,2.0,0,512
Sorghum,15.44,54.03,96,0.872,6.18,1.5,0.142,10.02,1.1,0,542
Maize,20.04,68.07,245,0.355,13.96,16.2,0.174,14.35,3.5,1,329
Rice,22.5,58.04,110,0.887,13.83,35.2,0.125,10.75,0.4,0,502
Wheat,18.24,61.93,373,0.405,10.82,25.1,0.274,16.38,8.8,1,193
Sorghum,43.74,81.49,559,0.199,39.85,297.3,0.564,18.22,20.6,2,2
Maize,29.27,85.73,231,0.056,26.62,225.8,0.431,19.4,12.7,2,6
Wheat,22.56,73.91,229,0.144,17.67,103.3,0.401,14.95,10.0,1,66
Rice,31.86,70.13,235,0.361,25.72,109.8,0.155,14.8,1.9,1,114
Sorghum,41.52,76.44,594,0.103,36.51,289.9,0.399,17.95,22.5,2,6
Rice,38.56,83.4,469,0.163,35.23,52.2,0.655,21.48,23.5,2,2
Wheat,18.72,63.75,408,0.383,11.71,166.3,0.141,17.85,4.9,1,186
Sorghum,16.17,62.61,116,0.828,9.03,14.5,0.106,11.95,0.3,0,525
Rice,33.02,70.04,252,0.244,26.81,129.0,0.474,15.24,1.6,1,45
Rice,22.49,46.6,56,0.892,10.48,13.7,0.078,13.13,2.9,0,533
Maize,35.62,83.86,258,0.138,32.45,281.5,0.81,22.73,6.6,2,1
Barley,8.48,49.66,111,0.501,-1.44,7.5,0.101,12.47,2.7,0,544
Maize,5.75,60.45,13,0.82,-1.31,27.2,0.054,12.25,2.3,0,526
Maize,10.76,65.77,53,0.831,4.61,8.6,0.106,9.3,1.4,0,560
Wheat,30.22,81.43,562,0.117,26.68,201.7,0.433,21.6,28.9,2,2
Sorghum,18.66,42.25,99,0.905,5.57,27.8,0.015,9.31,2.0,0,526
Barley,8.47,60.94,29,0.496,1.37,7.3,0.109,11.55,0.8,0,555
Maize,9.78,52.35,66,0.332,0.49,32.3,0.1,9.99,2.3,0,583
Wheat,23.51,73.57,173,0.188,18.51,92.3,0.459,16.78,7.7,1,28
Sorghum,36.07,76.08,483,0.102,31.17,227.1,0.73,17.17,28.3,2,6
Barley,19.16,80.57,298,0.216,15.73,96.2,0.249,14.09,0.8,2,87
Maize,3.74,54.06,118,0.439,-4.69,38.1,0.124,11.56,0.5,0,596
Wheat,35.69,79.95,730,0.069,31.68,176.4,0.576,20.77,13.9,2,2
Rice,20.2,44.59,97,0.465,7.75,13.0,0.001,9.44,0.1,0,518
Wheat,17.0,63.49,442,0.275,10.02,181.4,0.161,14.91,7.4,1,261
Maize,21.92,71.02,323,0.317,16.42,180.1,0.193,13.53,2.6,1,173
Wheat,26.99,82.12,400,0.141,23.67,159.7,0.439,15.36,0.7,2,17
Wheat,21.87,72.56,169,0.429,16.71,175.8,0.243,16.18,6.5,1,106
Rice,20.71,44.97,50,0.874,8.33,40.5,0.106,10.92,1.5,0,567
Barley,2.6,58.14,94,0.754,-4.79,45.2,0.118,10.97,1.3,0,570
Maize,21.81,77.13,300,0.337,17.62,189.9,0.317,16.32,4.0,1,67
Maize,3.08,50.3,67,0.859,-6.25,31.3,0.147,9.17,1.8,0,525
Maize,28.37,88.38,441,0.091,26.26,119.1,0.63,17.33,25.5,2,6
Wheat,4.32,50.07,110,0.35,-5.16,44.0,0.054,11.08,1.9,0,497
Maize,20.81,71.37,219,0.444,15.43,64.7,0.436,15.19,6.1,1,84
Wheat,16.44,83.3,458,0.132,13.6,174.8,0.464,17.27,6.4,2,12
Barley,28.81,82.61,315,0.092,25.55,272.9,0.375,15.52,13.4,2,13
Barley,13.81,61.03,47,0.999,6.42,20.9,0.047,13.14,1.4,0,496
Sorghum,36.45,80.46,705,0.028,32.53,101.5,0.599,12.47,26.4,2,6
Rice,19.44,51.43,31,0.72,9.16,8.2,0.088,12.13,2.8,0,498
Barley,23.0,73.06,254,0.137,17.9,20.6,0.174,14.93,7.0,1,93
Wheat,12.16,56.51,62,0.781,3.77,3.8,0.039,10.4,1.0,0,493
Barley,23.34,79.16,258,0.244,19.52,36.9,0.468,15.64,6.3,2,35
Barley,10.75,59.85,168,0.72,3.26,23.3,0.062,10.59,2.3,0,584
Barley,32.28,88.39,587,0.014,30.11,150.8,0.728,18.07,20.7,2,3
Sorghum,20.04,58.15,177,0.573,11.56,17.9,0.071,9.19,0.1,0,601
Rice,17.11,46.16,64,0.666,5.44,40.9,0.058,10.17,0.1,0,494
Sorghum,23.52,64.02,368,0.215,16.31,67.3,0.445,12.92,6.7,1,155
Wheat,30.65,79.74,336,0.175,26.74,49.6,0.762,19.52,7.0,2,6
Wheat,30.95,74.63,730,0.017,25.9,232.5,0.709,20.96,17.2,2,5
Sorghum,32.25,75.05,532,0.416,27.25,189.0,0.474,14.35,1.1,2,17
Barley,17.22,82.18,384,0.152,14.15,74.4,0.299,13.65,1.8,2,59
Barley,9.91,56.27,98,0.659,1.61,10.2,0.0,11.75,0.1,0,542
Rice,23.88,50.34,9,0.334,12.92,43.3,0.148,12.45,1.0,0,594
Sorghum,19.33,48.25,34,0.897,8.11,19.1,0.014,9.41,1.8,0,588
Wheat,35.78,81.47,553,0.088,32.1,157.5,0.666,20.69,13.1,2,2
Maize,10.2,58.95,106,0.729,2.53,11.2,0.001,12.1,0.1,0,556
Sorghum,39.93,68.04,393,0.411,32.88,35.2,0.475,16.39,3.3,2,12
Wheat,18.34,57.62,102,0.636,9.83,7.9,0.141,11.35,0.7,0,575
Maize,34.81,81.6,476,0.185,31.18,82.9,0.358,21.69,11.9,2,3
Barley,17.42,51.77,19,0.982,7.39,43.8,0.098,8.63,0.8,0,529
Barley,23.23,75.11,391,0.491,18.57,198.8,0.366,15.37,8.1,2,31
Barley,24.46,68.18,287,0.489,18.2,167.9,0.328,15.07,9.4,2,105
Rice,38.86,91.83,366,0.098,37.28,178.1,0.924,18.32,9.6,2,2
Rice,38.77,89.02,471,0.117,36.62,224.2,0.445,19.92,11.5,2,1
Wheat,5.47,64.74,180,0.874,-0.64,14.5,0.013,12.45,2.7,0,553
Rice,16.11,54.57,110,0.926,6.95,42.8,0.061,10.77,2.8,0,591
Rice,18.93,38.01,95,0.746,4.3,36.7,0.146,12.74,2.3,0,565
Maize,19.71,77.56,242,0.461,15.67,58.0,0.106,13.16,8.5,1,229
Maize,16.35,74.34,245,0.135,11.77,150.8,0.364,14.8,2.2,1,116
Wheat,31.06,80.39,627,0.061,27.27,288.0,0.86,19.68,29.8,2,5
Maize,16.84,63.49,100,0.444,9.87,154.3,0.334,17.32,8.1,1,197
Wheat,23.25,79.76,320,0.225,19.55,163.4,0.301,15.49,6.8,2,31
Sorghum,29.75,67.67,530,0.314,23.11,180.0,0.308,11.55,1.3,1,131
Maize,23.88,62.7,211,0.23,16.32,162.8,0.414,14.7,5.7,1,108
Rice,40.96,82.65,328,0.019,37.4,51.7,0.859,19.3,23.3,2,2
Barley,6.27,43.67,6,0.402,-5.18,39.9,0.021,11.41,2.3,0,551
Sorghum,40.2,74.08,553,0.2,34.67,96.6,0.46,20.32,16.3,2,4
Rice,25.98,84.34,305,0.224,23.13,61.1,0.262,15.37,6.9,2,72
Barley,8.22,55.84,123,0.744,-0.07,7.9,0.136,9.49,0.2,0,563
Wheat,19.45,71.54,376,0.264,14.17,187.2,0.266,17.37,5.1,2,77
Wheat,34.46,87.92,504,0.106,32.16,106.7,0.364,16.78,10.1,2,4
Wheat,33.88,78.3,443,0.105,29.55,291.5,0.563,17.69,28.4,2,10
Rice,32.56,69.39,306,0.452,26.21,114.8,0.321,15.43,4.9,1,83
Rice,21.53,63.18,9,0.712,14.22,41.5,0.084,12.1,0.5,0,528
Sorghum,23.53,53.17,217,0.862,13.44,10.4,0.04,12.75,0.6,0,460
Maize,8.56,63.75,36,0.508,2.08,21.7,0.05,7.67,2.6,0,597
Sorghum,33.06,74.79,305,0.359,27.97,75.4,0.354,15.52,5.9,1,39
Maize,8.92,47.52,33,0.551,-1.63,38.1,0.145,13.98,0.8,0,577
Barley,32.71,80.45,522,0.004,28.89,188.0,0.902,19.19,8.4,2,4
Sorghum,37.51,81.75,730,0.105,33.84,223.2,0.998,16.8,8.0,2,4
Maize,30.88,79.26,449,0.083,26.86,225.7,0.691,24.36,8.5,2,5
Maize,32.66,84.92,207,0.08,29.78,282.2,0.736,22.07,10.6,2,4
Wheat,33.38,79.93,401,0.193,29.43,254.5,0.955,19.78,28.4,2,7
Sorghum,36.36,75.28,463,0.26,31.26,33.2,0.391,13.11,5.2,2,9
Wheat,10.85,51.84,57,0.86,1.34,18.7,0.119,12.07,2.7,0,590
Rice,24.31,45.83,36,0.827,11.88,13.0,0.062,9.4,0.7,0,557
Sorghum,32.43,71.5,294,0.211,26.6,21.5,0.455,14.38,4.4,1,21
Wheat,28.88,85.06,568,0.041,26.11,197.8,0.851,16.68,26.3,2,7
Barley,27.94,69.64,413,0.387,21.86,170.5,0.405,16.28,7.0,2,70
Barley,15.78,67.98,150,0.43,9.88,21.5,0.113,9.79,1.6,1,523
Wheat,6.51,50.78,154,0.808,-2.95,14.2,0.116,8.84,2.4,0,499
Barley,14.74,63.85,224,0.474,7.96,85.2,0.291,14.37,9.5,0,311
Rice,36.16,68.4,351,0.163,29.39,16.9,0.457,14.12,7.5,2,25
Barley,30.26,84.09,593,0.001,27.26,71.4,0.733,18.75,21.3,2,5
Barley,29.73,83.28,470,0.066,26.58,147.2,0.694,16.28,9.7,2,10
Wheat,25.74,69.11,495,0.392,19.64,108.4,0.156,16.65,7.6,2,111
Maize,11.81,55.67,114,0.711,3.23,0.9,0.033,11.6,2.3,0,597
Rice,20.35,39.77,110,0.94,6.21,9.7,0.055,12.39,1.7,0,592
Sorghum,19.29,48.03,88,0.345,8.01,8.4,0.078,11.86,2.8,0,565
Barley,12.55,63.37,123,0.408,5.78,3.6,0.148,10.71,1.8,0,503
Wheat,38.43,78.17,616,0.047,33.93,156.2,0.386,19.28,26.5,2,5
Barley,10.65,47.58,157,0.508,-0.03,11.8,0.012,11.97,1.3,0,528
Barley,9.13,63.22,148,0.844,2.51,31.9,0.147,10.64,1.3,0,509
Wheat,14.22,75.81,351,0.419,10.01,64.0,0.358,15.16,9.3,1,65
Maize,37.71,78.65,256,0.096,33.34,238.3,0.786,20.72,11.6,2,4
Wheat,34.98,76.03,437,0.079,30.11,155.5,0.63,18.75,29.4,2,6
Rice,36.78,70.56,178,0.186,30.53,92.8,0.2,19.22,4.7,2,10
Barley,4.72,53.78,95,0.626,-3.85,3.3,0.076,12.6,0.6,0,521
Maize,25.56,68.73,118,0.27,19.38,82.3,0.289,17.06,7.5,1,164
Wheat,21.81,76.73,310,0.359,17.54,173.4,0.314,16.86,5.7,2,23
Wheat,8.14,48.92,33,0.532,-1.95,39.7,0.104,11.91,2.9,0,504
Barley,27.31,77.52,481,0.103,23.02,185.6,0.76,18.79,26.5,2,14
Barley,8.69,58.81,61,0.496,1.08,13.9,0.003,10.66,0.8,0,541
Sorghum,21.17,66.35,86,0.535,14.64,32.6,0.039,10.61,0.1,0,579
Sorghum,31.54,80.2,386,0.142,27.7,110.5,0.332,14.64,7.5,2,8
Maize,13.84,72.44,290,0.383,8.97,15.5,0.434,13.89,0.5,1,147
